"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2025 ORDINANCE (AMOUNT $)"
"LOCAL","0355","Special Events and Municipal Hotel Operators' Occupation Tax Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0197","Telephone - Maintenance and Repair of Equipment and Voicemail","$793.00"
"LOCAL","0610","Chicago Midway Airport Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0188","Vehicle Tracking Service","$27,848.00"
"LOCAL","0610","Chicago Midway Airport Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0190","Telephone - Centrex Billings","$41,058.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0188","Vehicle Tracking Service","$136,016.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0190","Telephone - Centrex Billings","$200,541.00"
"LOCAL","0B21","Tax Increment Financing Administration Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0138","For Professional Services for Information Technology Maintenance","$14,873.00"
"LOCAL","0B21","Tax Increment Financing Administration Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$742.00"
"LOCAL","0B21","Tax Increment Financing Administration Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0149","For Software Maintenance and Licensing","$44,783.00"
"LOCAL","0B21","Tax Increment Financing Administration Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0162","Repair/Maintenance of Equipment","$12,333.00"
"LOCAL","0B21","Tax Increment Financing Administration Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0166","Dues, Subscriptions and Memberships","$191.00"
"LOCAL","0B21","Tax Increment Financing Administration Fund","6","Department of Technology and Innovation","2150","Bureau of Centralized Information Technology","0196","Data Circuits","$5,884.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0005","Salaries and Wages - on Payroll","$6,943,254.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0039","For the Employment of Students as Trainees","$276,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0126","Office Conveniences","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0157","Rental of Equipment and Services","$27,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0165","Graphic Design Services","$1,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0340","Material and Supplies","$7,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0700","Contingencies","$5,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","0982","For Expense in Connection with Recognition and Awards to Citizens of Chicago for Acts of Heroism. To Be Expended on Order of the City Council","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2005","City Council","9072","Contingent and Other Expenses for Corporate Purposes Not Otherwise Provided For. To Be Expended Under the Direction of the President Pro Tempore ...","$4,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0000","Personnel Services","$845,844.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0130","Postage","$3,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$61,520.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0143","Court Reporting","$60,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0157","Rental of Equipment and Services","$65,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0166","Dues, Subscriptions and Memberships","$3,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0169","Technical Meeting Costs","$1,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0229","Transportation and Expense Allowance","$4,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0340","Material and Supplies","$3,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0348","Books and Related Material","$3,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0350","Stationery and Office Supplies","$35,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","0700","Contingencies","$2,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","9005","For the Payment of Legal Fees Pursuant to Sec. 2-152-170 of the Municipal Code. To Be Expended at the direction of the Committee on Finance","$50,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","9006","For Legal Assistance to the City Council. To Be Expended at the Direction of the Chairman of the Committee on Finance","$50,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2010","Committee on Finance","9010","For Legal  Technical  Medical and Professional Services  Appraisals  Consultants  Printers  Court Reporters  and Other Incidental Contractual Services...","$35,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2012","Council Office of Financial Analysis","0005","Salaries and Wages - on Payroll","$466,431.00"
"LOCAL","0100","Corporate Fund","15","City Council","2012","Council Office of Financial Analysis","0100","Contractual Services","$30,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2012","Council Office of Financial Analysis","0700","Contingencies","$32,644.00"
"LOCAL","0100","Corporate Fund","15","City Council","2214","Committee on the Budget and Government Operations","0000","Personnel Services","$390,218.00"
"LOCAL","0100","Corporate Fund","15","City Council","2214","Committee on the Budget and Government Operations","0100","Contractual Services","$15,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2214","Committee on the Budget and Government Operations","0300","Commodities and Materials","$12,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2214","Committee on the Budget and Government Operations","0400","Equipment","$9,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2214","Committee on the Budget and Government Operations","0700","Contingencies","$15,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2216","Committee on Contracting  Oversight  and Equity","0000","Personnel Services","$217,993.00"
"LOCAL","0100","Corporate Fund","15","City Council","2216","Committee on Contracting  Oversight  and Equity","0100","Contractual Services","$1,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2225","Committee on License and Consumer Protection","0000","Personnel Services","$175,148.00"
"LOCAL","0100","Corporate Fund","15","City Council","2225","Committee on License and Consumer Protection","0100","Contractual Services","$36,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2225","Committee on License and Consumer Protection","0300","Commodities and Materials","$1,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2235","Committee on Public Safety","0000","Personnel Services","$242,437.00"
"LOCAL","0100","Corporate Fund","15","City Council","2235","Committee on Public Safety","0100","Contractual Services","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2235","Committee on Public Safety","0300","Commodities and Materials","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2235","Committee on Public Safety","0700","Contingencies","$500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2236","Committee on Police and Fire","0000","Personnel Services","$277,691.00"
"LOCAL","0100","Corporate Fund","15","City Council","2236","Committee on Police and Fire","0100","Contractual Services","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2236","Committee on Police and Fire","0300","Commodities and Materials","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2236","Committee on Police and Fire","0700","Contingencies","$500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2245","Committee on Committees and Rules","0000","Personnel Services","$147,115.00"
"LOCAL","0100","Corporate Fund","15","City Council","2245","Committee on Committees and Rules","0100","Contractual Services","$20,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2245","Committee on Committees and Rules","0300","Commodities and Materials","$500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2255","Committee on Economic  Capital and Technology Development","0000","Personnel Services","$441,734.00"
"LOCAL","0100","Corporate Fund","15","City Council","2255","Committee on Economic  Capital and Technology Development","0100","Contractual Services","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2255","Committee on Economic  Capital and Technology Development","0300","Commodities and Materials","$500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2255","Committee on Economic  Capital and Technology Development","0700","Contingencies","$1,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2257","Committee on Environmental Protection and Energy","0000","Personnel Services","$235,439.00"
"LOCAL","0100","Corporate Fund","15","City Council","2257","Committee on Environmental Protection and Energy","0300","Commodities and Materials","$800.00"
"LOCAL","0100","Corporate Fund","15","City Council","2258","Committee on Ethics and Government Oversight","0000","Personnel Services","$207,897.00"
"LOCAL","0100","Corporate Fund","15","City Council","2258","Committee on Ethics and Government Oversight","0300","Commodities and Materials","$1,500.00"
"LOCAL","0100","Corporate Fund","15","City Council","2260","Committee on Education and Child Development","0000","Personnel Services","$193,200.00"
"LOCAL","0100","Corporate Fund","15","City Council","2260","Committee on Education and Child Development","0100","Contractual Services","$3,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2260","Committee on Education and Child Development","0700","Contingencies","$2,000.00"
"LOCAL","0100","Corporate Fund","15","City Council","2275","Committee on Zoning  Landmarks and Building Standards","0000","Personnel Services","$367,032.00"
"LOCAL","0100","Corporate Fund","15","City Council","2275","Committee on Zoning  Landmarks and Building Standards","0100","Contractual Services","$74,700.00"
