"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2024 ORDINANCE (AMOUNT $)"
"GRANTS","G486","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$211,000.00"
"GRANTS","G487","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$71,000.00"
"GRANTS","G495","Transit and Homelessness Support","50","Department of Family and Support Services","2829","Benefits Check-Up Demonstration","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$1,869,000.00"
"GRANTS","G512","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$537,000.00"
"GRANTS","G513","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$179,000.00"
"GRANTS","G515","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$211,000.00"
"GRANTS","G516","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$71,000.00"
"GRANTS","G517","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0091","Uniform Allowance","$509,000.00"
"GRANTS","G518","Title XX Donated Funds","50","Department of Family and Support Services","2873","Title XX Donated Funds","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$170,000.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0005","Salaries and Wages - on Payroll","$444,962.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0015","Schedule Salary Adjustments","$10,108.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0044","Fringe Benefits","$288,124.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0135","For Delegate Agencies","$5,751,906.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$229,687.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0270","Local Transportation","$800.00"
"GRANTS","G578","Emergency Solution","50","Department of Family and Support Services","2944","Emergency Solutions","0340","Material and Supplies","$7,413.00"
"GRANTS","G579","Chicago Domestic Violence Help Line","50","Department of Family and Support Services","2923","Chicago Domestic Violence Help Line","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$455,000.00"
"GRANTS","G580","Chicago Domestic Violence Help Line","50","Department of Family and Support Services","2923","Chicago Domestic Violence Help Line","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$357,000.00"
"GRANTS","G583","CHA Home Modification Program","50","Department of Family and Support Services","2923","Chicago Domestic Violence Help Line","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$450,000.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0005","Salaries and Wages - on Payroll","$4,862,356.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0015","Schedule Salary Adjustments","$44,402.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0125","Office and Building Services","$33,926.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0135","For Delegate Agencies","$4,815,161.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$40,774.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0155","Rental of Property","$53,570.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0159","Lease Purchase Agreements for Equipment and Machinery","$20,892.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0190","Telephone - Centrex Billings","$53,570.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0340","Material and Supplies","$10,500.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0350","Stationery and Office Supplies","$3,285.00"
"GRANTS","G584","Community Services Block Grant","50","Department of Family and Support Services","2805","Community Services Block Grant","0801","Indirect Costs","$695,562.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0005","Salaries and Wages - on Payroll","$216,935.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0006","Salary Provision","$6,709.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0044","Fringe Benefits","$140,471.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0135","For Delegate Agencies","$13,113,759.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$15,008.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0190","Telephone - Centrex Billings","$4,359.00"
"GRANTS","G585","Emergency And Transition Housing","50","Department of Family and Support Services","2942","Emergency and Transitional Housing","0801","Indirect Costs","$102,759.00"
"GRANTS","G595","Area Plan On Aging-Program Income","50","Department of Family and Support Services","2904","Area Plan on Aging","0135","For Delegate Agencies","$150,000.00"
"GRANTS","G596","Area Plan On Aging-City Match","50","Department of Family and Support Services","2904","Area Plan on Aging","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$189,000.00"
"GRANTS","G597","Area Plan On Aging-State","50","Department of Family and Support Services","2904","Area Plan on Aging","0135","For Delegate Agencies","$17,000,000.00"
"GRANTS","G598","Senior Health Assistance Program","50","Department of Family and Support Services","2946","Senior Health Assistance Program","0005","Salaries and Wages - on Payroll","$172,877.00"
"GRANTS","G598","Senior Health Assistance Program","50","Department of Family and Support Services","2946","Senior Health Assistance Program","0006","Salary Provision","$54,180.00"
"GRANTS","G598","Senior Health Assistance Program","50","Department of Family and Support Services","2946","Senior Health Assistance Program","0044","Fringe Benefits","$111,943.00"
"GRANTS","G599","Senior Benefits Access Program","50","Department of Family and Support Services","2977","Senior Benefits Access Program","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$238,000.00"
"GRANTS","G601","Elder Abuse and Neglect","50","Department of Family and Support Services","2846","Elder Abuse and Neglect","0006","Salary Provision","$61,542.00"
"GRANTS","G601","Elder Abuse and Neglect","50","Department of Family and Support Services","2846","Elder Abuse and Neglect","0801","Indirect Costs","$6,458.00"
"GRANTS","G605","Foster Grandparents","50","Department of Family and Support Services","2815","Foster Grandparents","0005","Salaries and Wages - on Payroll","$135,362.00"
"GRANTS","G605","Foster Grandparents","50","Department of Family and Support Services","2815","Foster Grandparents","0044","Fringe Benefits","$87,650.00"
"GRANTS","G605","Foster Grandparents","50","Department of Family and Support Services","2815","Foster Grandparents","0135","For Delegate Agencies","$441,988.00"
"GRANTS","G607","Foster Grandparents-City Match","50","Department of Family and Support Services","2815","Foster Grandparents","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$245,000.00"
"GRANTS","G608","Senior Companion Project","50","Department of Family and Support Services","2868","Senior Companion Project - Action","0005","Salaries and Wages - on Payroll","$99,394.00"
"GRANTS","G608","Senior Companion Project","50","Department of Family and Support Services","2868","Senior Companion Project - Action","0044","Fringe Benefits","$64,360.00"
"GRANTS","G608","Senior Companion Project","50","Department of Family and Support Services","2868","Senior Companion Project - Action","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$211,246.00"
"GRANTS","G611","Early Childhood Block Grant","50","Department of Family and Support Services","2962","Early Childhood Block Grant","0005","Salaries and Wages - on Payroll","$1,333,729.00"
"GRANTS","G611","Early Childhood Block Grant","50","Department of Family and Support Services","2962","Early Childhood Block Grant","0015","Schedule Salary Adjustments","$8,246.00"
"GRANTS","G611","Early Childhood Block Grant","50","Department of Family and Support Services","2962","Early Childhood Block Grant","0044","Fringe Benefits","$884,430.00"
